Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
Augenklinik Dr. Hoffmann, 5 stars ,8 months ago,0,"(Translated by Google) Friendly team! The open consultation is a great thing. You don't get it right away, but it's worth the wait.

(Original)
Freundliches Team! Die offene Sprechstunde ist eine tolle Sache. Man kommt zwar nicht sofort dran, aber das Warten lohnt sich."
Augenklinik Dr. Hoffmann, 5 stars ,7 months ago,0,"(Translated by Google) Nice employees and doctors.
Eye surgery worked well and good clarification about the course of the surgery beforehand.

(Original)
Nette Mitarbeiter und Ärzte.
Augen OP super geklappt und zuvor gute Aufklärung über den Verlauf der OP."
Augenklinik Dr. Hoffmann, 5 stars ,9 months ago,1,"(Translated by Google) Super nice and friendly medical assistants and competent doctors. I felt very comfortable and in good hands :)

(Original)
Super nette und freundliche Arzthelferinnen und kompetente Ärzte. Ich fühlte mich sehr wohl und gut aufgehoben :)"
Augenklinik Dr. Hoffmann, 1 star ,5 months ago,0,"(Translated by Google) My mother waited 2 hours, then she left, completely overcrowded and chaotic!

(Original)
2 stunden hat meine Mutter gewartet, dann ist sie gegangen, komplett überfüllt und chaotisch!"
Augenklinik Dr. Hoffmann, 5 stars ,8 months ago,0,"(Translated by Google) Great eye clinic with competent and friendly staff. I felt very comfortable there and can absolutely recommend this eye clinic to everyone.

(Original)
Tolle Augenklinik mit kompetenten und freundlichem Personal. Ich habe mich dort sehr wohl gefühlt und kann diese Augenklinik absolut jedem empfehlen."
Augenklinik Dr. Hoffmann, 4 stars ,8 months ago,0,"(Translated by Google) Very neatly organized, very friendly and you will be properly informed about everything.

(Original)
Sehr ordentlich organisiert, sehr freundlich und man wird über alles vernünftig aufgeklärt."
Augenklinik Dr. Hoffmann, 4 stars ,9 months ago,0,"(Translated by Google) I regularly go to the eye clinic with my two children, we are very satisfied. We are always treated nicely.

(Original)
Ich gehe mit meinen meinen beiden Kindern regelmäßig in die Augenklinik, wir sind sehr zufrieden. Wir werden immer nett behandelt."
Augenklinik Dr. Hoffmann, 5 stars ,7 months ago,0,"(Translated by Google) Excellent organization and very friendly, competent employees

(Original)
Hervorragende Organisation und sehr freundliche, kompetente Mitarbeiter"
Augenklinik Dr. Hoffmann, 5 stars ,8 months ago,1,"(Translated by Google) Very good experience, I feel very well cared for there and would love to come back again and again !!!

(Original)
Sehr gute Erfahrungen, fühle mich dort sehr gut aufgehoben und komme gerne immer wieder!!!"
Augenklinik Dr. Hoffmann, 4 stars ,9 months ago,0,"(Translated by Google) Was there with my wife today and was totally impressed by the friendliness and care of the assistants, despite the many patients in the house and the long line in front of the house. Incomprehensible that there are still incorrigible people who complain.

(Original)
War heute mit meiner Frau da und war total beeindruckt von der Freundlichkeit und der Umsicht der Assistentinnen, trotz der vielen Patienten im Haus und in der langen Schlange vor dem Haus. Unverständlich daß es immer noch Unverbesserliche gibt die sich beschweren."
Augenklinik Dr. Hoffmann, 5 stars ,9 months ago,0,"(Translated by Google) Very good clinic with a great team! In any case, always go.

(Original)
Sehr gut Klinik mit einem tollen Team! Auf jeden Fall, immer hin."
Augenklinik Dr. Hoffmann, 5 stars ,8 months ago,1,"(Translated by Google) An eye clinic with the latest equipment, friendly staff and a family atmosphere.

(Original)
Eine Augenklinik mit modernster Ausstattung, freundlichem Personal und familiärer Atmosphäre."
Augenklinik Dr. Hoffmann, 5 stars ,9 months ago,0,"(Translated by Google) Nice and friendly staff, especially in the vision school. My daughter felt in great hands and I as a mother too.

(Original)
Nettes und freundliches Personal, vor allem in der Sehschule.Meine Tochter fühlte sich super aufgehoben und ich als Mutter auch."
Augenklinik Dr. Hoffmann, 5 stars ,8 months ago,0,"(Translated by Google) Wonderful clinic, everyone is very friendly, very popular!

(Original)
Wunderbare Klinik, jeder ist sehr freundlich, sehr beliebt!"
Augenklinik Dr. Hoffmann, 5 stars ,8 months ago,0,"(Translated by Google) Great advice. I felt very comfortable!

(Original)
Super Beratung. Habe mich sehr wohl gefühlt!!!"
Augenklinik Dr. Hoffmann, 5 stars ,a year ago,0,"(Translated by Google) I had a little surgery on the eyelid, which I was really afraid of. It was quickly and competently removed, the entire staff was very nice and I felt very well looked after. No complications following. I can only recommend.

(Original)
Ich hatte einen kleinen Eingriff auf dem Augenlid, wovor ich ziemliche Angst hatte. Es wurde schnell und kompetent entfernt,  das gesamte Personal war sehr nett und ich habe mich sehr gut aufgehoben gefühlt. Keine Komplikationen im Anschluss.  Kann ich nur weiter empfehlen."
Augenklinik Dr. Hoffmann, 5 stars ,8 months ago,0,"(Translated by Google) Nice and competent employees! We recommend

(Original)
Nette und kompetente Angestellte! Sehr zu empfehlen"
Augenklinik Dr. Hoffmann, 5 stars ,8 months ago,0,"(Translated by Google) Very nice contact and competent advice.

(Original)
Sehr netter Kontak und kompetente Beratung."
Augenklinik Dr. Hoffmann, 1 star ,6 months ago,0,"(Translated by Google) Worst clinic I've ever seen

(Original)
Schlechteste Klinik die ich je gesehen habe"
Augenklinik Dr. Hoffmann, 5 stars ,a year ago,1,"(Translated by Google) My son and I cannot complain. There was a very nice lady at the reception. The first eye test was also a very friendly and child-loving woman. And the doctor also informed us super and did everything child-friendly with my son. We had an appointment and we were there for a total of 50 minutes (including 1st eye test and treatment with 2nd eye test). We will be back and feel in good hands.

(Original)
Mein Sohn und ich können uns nicht beschweren. Am Empfang war eine sehr nette Dame. Auch beim ersten Sehtest war eine sehr freundliche und kinderliebe Frau. Und auch die Ärztin hat uns super aufgeklärt und hat alles kindgerecht mit meinem Sohn gemacht. Wir hatten einen Termin und insgesamt waren wir 50 Minuten dort (inklusive 1. Sehtest und Behandlung mit 2. Sehtest). Wir kommen wieder und fühlen uns gut aufgehoben."
Augenklinik Dr. Hoffmann, 5 stars ,10 months ago,0,"(Translated by Google) Super competent! Super fast and also nice!

(Original)
Super kompetent! Super schnell und auch noch nett!!"
Augenklinik Dr. Hoffmann, 5 stars ,8 months ago,1,"(Translated by Google) The open consultation is really a good offer

(Original)
Die offene Sprechstunde ist wirklich ein gutes Angebot"
Augenklinik Dr. Hoffmann, 5 stars ,a year ago,0,"(Translated by Google) I was here this morning, very nice wait normally 1.5 hours you can go without an appointment. Everything good can only recommend.

(Original)
Ich war heute morgen da , sehr nett Wartezeit normal 1,5 Std kann man ohne Termin hin gehen. Alles gut kann nur weiter empfehlen."
Augenklinik Dr. Hoffmann, 5 stars ,a year ago,0,"(Translated by Google) Very friendly staff.
For the fact that we did not have an appointment, we were back outside after 30 minutes !!
The doctor was very friendly and explained everything even very child !!!!
Many thanks

(Original)
Sehr freundliches Personal.
Dafür das wir keinen Termin hatten waren wir nach 30 min wieder draußen!!
Der Arzt war sehr freundlich und erklärte alles auch sehr Kind gerecht!!!!
Vielen Dank"
Augenklinik Dr. Hoffmann, 5 stars ,2 years ago,1,"(Translated by Google) Very friendly and above all competent staff.
I did not have to wait long and the waiting room and the facilities of the clinic were great. I feel very well looked after here and can highly recommend the eye clinic.
Many thanks to the whole team

(Original)
Sehr freundliches und vorallem kompetentes Personal.
Ich musste nicht lange warten und das Wartezimmer und die Ausstattung der Klinik waren super. Ich fühle mich hier sehr gut aufgehoben und kann die Augenklinik wärmstens empfehlen.
Vielen Dank an das ganze Team"
Augenklinik Dr. Hoffmann, 5 stars ,2 years ago,5,"(Translated by Google) I had an operation under general anesthesia 4 weeks ago and stayed in the clinic for 4 days. I can only recommend the clinic. All doctors are very competent, friendly and take their time. The sisters are also very friendly and always have an open ear. The room was very nice and the food was excellent. Here you feel like a person and not a number. I cannot understand these negative reviews. Many thanks to the whole team.

(Original)
Ich hatte vor 4 Wochen eine OP unter Vollnarkose und einen Aufenthalt von 4 Tagen in der Klinik. Die Klinik kann ich nur weiterempfehlen. Alle Ärzte sind sehr kompetent, freundlich und nehmen sich Zeit. Auch die Schwestern sind sehr freundlich und haben immer ein offenes Ohr. Das Zimmer war sehr schön und die Verpflegung war hervorragend. Hier fühlt man sich als Mensch und nicht als eine Nummer. Ich kann diese negativen Bewertungen nicht nachvollziehen. Vielen Dank an das ganze Team."
Augenklinik Dr. Hoffmann, 5 stars ,a year ago,0,"(Translated by Google) Very competent team. Was there with an infant as an emergency and were supplied immediately. With a lot of patience and effort.

(Original)
Sehr kompetentes Team. War mit einem Kleinkind als Notfall da und wurden umgehend versorgt. Mit ganz viel Geduld und Mühe."
Augenklinik Dr. Hoffmann, 5 stars ,a year ago,2,"(Translated by Google) Newly renovated rooms, top staff, very friendly to my son. His eyes were dripped for the first time and the eyes were examined for the first time. It all took a bit longer to explain what was done and so on. It's not easy to recognize the numbers and numbers, especially the first time. I was very glad that time was taken, at the first time ophthalmologist I find that very important.

(Original)
Frisch renovierte Zimmer, top Personal, sehr freundlich zu meinem Sohn. Ihm wurden zum ersten mal die Augen getropft und das erste mal auch die Augen untersucht. Es hat alles etwas länger gedauert, mit erklären was gemacht wird und so. Einfach ist das auch nicht die Zahlen und Ziffern zu erkennen, vor allem beim ersten Mal. Ich war sehr froh das sich Zeit genommmen wurde, beim ersten Mal Augenarzt finde ich das sehr wichtig."
Augenklinik Dr. Hoffmann, 1 star ,2 years ago,8,"(Translated by Google) Rarely so unfriendly and incompetent telephone operators or office hours assistants? on the phone. We would also like not to give a star, but ... do the bosses actually know who they are letting go of the patients? We've had enough complaints about it.

(Original)
Selten so unfreundliche und inkompetente Telefonistinnen bzw. Sprechstundenhilfen? am Telefon gehabt. Wir würden gerne auch keinen Stern geben, aber....Wissen eigentlich die Chefs, wen sie da auf die Patienten loslassen? Beschwerden hatten wir darüber schon genug."
Augenklinik Dr. Hoffmann, 4 stars ,a year ago,0,"(Translated by Google) After 2 eyes OPs and multiple stays I give for the result of the OP 5 stars, the staff on the station was very prudent and the room and food also deserved 5 stars.
Unfortunately, neither a radio nor a TV in the room and Wi-Fi was not. In addition, there is no public elevator .... That's why I give 3stars.

(Original)
Nach 2 Augen OP's und mehrfachen Aufenthalten gebe ich für das Ergebnis der OP 5 Sterne, das Personal auf der Station war sehr umsichtig und das Zimmer und Essen haben auch 5 Sterne verdient.
Leider waren weder ein Radio noch ein Fernseher auf dem Zimmer und W-lan  ging auch nicht. Ausserdem gibt es keinen öffentlichen Fahrstuhl....Darum gebe ich 3Sterne."
